Dienststelle;Betriebs-Nr;Antrags-Nr;Antrags-Jahr;Produktart;Menge Flasche;Menge Fass;Gesamtmenge AP;Alkohol vorh;Restzucker;Gesamtsäure;Alkohol ges;Gewichtsverhältnis;Cuvee-Nr;Jahrgang;Herkunft;Rebsorte 1;Rebsorte 2;Rebsorte 3;Qualität;Weinart;Geschmack beantr;Abfüllart;Ausbauart;Classic_Selection;Gärverfahren;Gütezeichen;Hochgewächs;Lageprofil;Sonderbezeichnung;Sonderherkunft;Bezeichnung Z1;Bezeichnung Z2;Bezeichnung Z3;Geschmack gesetzl;QP QZ;Ergebnis;Begründung;Bescheiddatum;Präm Auszeichnung;Präm QZ;Präm Datum;Rücknahme
5;021067;0016;2016;W;2325;0;2325;98.2;13.8;5.5;104.7;0.9997;;2015;Pfalz;Merlot;;;Qualitätswein;Rotwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2015 Pfalz ;Merlot Rotwein Qualitätswein ;Gutsabfüllung;halbtrocken;2.12;stattgegeben;;2016-04-12;Bronze;3.71;2016-07-11;
5;021067;0017;2016;W;1530;0;1530;98.8;11.9;7.3;104.4;0.9974;;2015;Ilbesheimer Kalmit;Grüner Silvaner;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2015 Ilbesheimer Kalmit Pfalz ;Grüner Silvaner Qualitätswein ;Gutsabfüllung;halbtrocken;2.96;stattgegeben;;2016-05-18;Bronze;3.71;2016-07-11;
5;021067;0018;2016;W;1260;0;1260;107;4.5;7.5;109.1;0.9924;;2015;Edesheimer Ordensgut;Sauvignon blanc;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2015 Edesheimer Ordensgut Pfalz ;Sauvignon blanc Qualitätswein ;Gutsabfüllung;trocken;2.83;stattgegeben;;2016-05-18;Gold;4.54;2016-07-11;
5;021067;0019;2016;W;1270;0;1270;96.7;31.6;7.9;111.6;1.0059;;2015;Edesheimer Ordensgut;Weißer Burgunder;;;Spätlese;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2015 Edesheimer Ordensgut Pfalz ;Weißer Burgunder Spätlese ;Gutsabfüllung;lieblich;2.63;stattgegeben;;2016-05-18;Silber;4.21;2016-07-11;
5;021067;0020;2016;W;5135;0;5135;106.7;9.2;7.2;111;0.9946;;2015;Pfalz;Grauer Burgunder;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;Classic;;;;;;;2015 Pfalz ;Grauer Burgunder Qualitätswein Classic ;Gutsabfüllung;halbtrocken;2.67;stattgegeben;;2016-05-18;Bronze;3.88;2016-07-11;
5;021067;0021;2016;W;4625;0;4625;95.1;24.4;6.8;106.6;1.0016;;2015;Pfalz;Bacchus;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2015 Pfalz ;Bacchus Qualitätswein ;Gutsabfüllung;lieblich;2.79;stattgegeben;;2016-06-07;Silber;4.17;2016-07-11;
5;021067;0022;2016;W;4695;0;4695;97.2;5.4;8;99.7;0.9951;;2015;Pfalz;Riesling;;;Qualitätswein;Weißwein;trocken;Gutsabfüllung;;;;;;;;;2015 Pfalz ;Riesling Qualitätswein trocken;Gutsabfüllung;trocken;2.92;stattgegeben;;2016-06-07;Silber;4.13;2016-07-11;
5;021067;0023;2016;W;2445;0;2445;92.4;15.3;7.6;99.6;0.9994;;2015;Edesheimer Ordensgut;Chardonnay;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;;;;;;;;;;2015 Edesheimer Ordensgut Pfalz ;Chardonnay Qualitätswein ;;halbtrocken;2.92;stattgegeben;;2016-06-07;Silber;4.13;2016-07-11;
5;021067;0024;2016;W;5305;0;5305;88.7;32.8;5;104.1;1.0058;;2015;Pfalz;Portugieser;;;Qualitätswein;Weißherbst;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2015 Pfalz ;Portugieser Weißherbst Qualitätswein ;Gutsabfüllung;lieblich;2.28;stattgegeben;;2016-08-05;;;;
5;021067;0025;2016;W;4060;0;4060;95.9;14.7;8;102.8;0.9988;;2015;Pfalz;Riesling;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2015 Pfalz ;Riesling Qualitätswein ;Gutsabfüllung;halbtrocken;2.39;stattgegeben;;2016-08-05;;;;
5;021067;0026;2016;W;1860;0;1860;102;3.4;6;103.6;0.9922;;2015;Pfalz;Müller-Thurgau;;;Qualitätswein;Weißwein;trocken;Gutsabfüllung;;;;;;;;;2015 Pfalz ;Müller-Thurgau Qualitätswein trocken;Gutsabfüllung;trocken;2.67;stattgegeben;;2016-08-05;;;;
5;021067;0027;2016;W;2108;0;2108;97.8;11.7;6.1;103.3;0.996;;2015;Pfalz;Müller-Thurgau;;;Qualitätswein;Weißwein;halbtrocken;Gutsabfüllung;;;;;;;;;2015 Pfalz ;Müller-Thurgau Qualitätswein halbtrocken;Gutsabfüllung;halbtrocken;2.83;stattgegeben;;2016-08-05;;;;
5;021067;0028;2016;W;1380;0;1380;96.9;12.3;8.2;102.7;0.998;;2015;Pfalz;Riesling;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;Classic;;;;;;;2015 Pfalz ;Riesling Qualitätswein Classic ;Gutsabfüllung;halbtrocken;2.78;stattgegeben;;2016-08-17;Bronze;3.88;2016-10-12;
5;021067;0029;2016;W;2205;0;2205;92.5;12.5;7.1;98.4;0.9982;;;Pfalz;;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;Pfalz ;Qualitätswein ;Gutsabfüllung;halbtrocken;2.28;stattgegeben;;2016-08-19;;;;
5;021067;0030;2016;W;2465;0;2465;93.4;15.2;5.2;100.5;1.0023;;2015;Pfalz;Spätburgunder;;;Qualitätswein;Rotwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2015 Pfalz ;Spätburgunder Rotwein Qualitätswein ;Gutsabfüllung;halbtrocken;2.61;stattgegeben;;2016-08-17;Bronze;3.88;2016-10-12;
5;021067;0031;2016;W;1335;0;1335;90.1;27.7;6.2;103.1;1.0027;;2015;Pfalz;Morio-Muskat;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2015 Pfalz ;Morio-Muskat Qualitätswein ;Gutsabfüllung;lieblich;2.25;stattgegeben;;2016-10-19;Bronze;3.71;2017-02-01;
5;021067;0032;2016;W;1105;0;1105;89.7;27.6;7.1;102.7;1.0039;;2015;Pfalz;Scheurebe;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2015 Pfalz ;Scheurebe Qualitätswein ;Gutsabfüllung;lieblich;1.84;stattgegeben;;2016-10-19;;;;
5;021067;0033;2016;W;4380;0;4380;91.9;29.8;5.4;105.9;1.0067;;2015;Pfalz;Dornfelder;;;Qualitätswein;Rotwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2015 Pfalz ;Dornfelder Rotwein Qualitätswein ;Gutsabfüllung;lieblich;1.92;stattgegeben;;2016-10-19;;;;
5;021067;0034;2016;W;1465;0;1465;100.7;1.2;5.2;101.3;0.9959;;2014;Pfalz;Blauer Spätburgunder;;;Qualitätswein;Rotwein;trocken;Gutsabfüllung;im Fass gereift;;;;;;;;2014 Pfalz ;Blauer Spätburgunder Rotwein Qualitätswein trocken;Gutsabfüllung;trocken;2.88;stattgegeben;;2016-10-19;Bronze;3.79;2017-02-01;
5;021067;0035;2016;W;885;0;885;102.2;1;5.3;102.7;0.9952;;2014;Pfalz;Spätburgunder;;;Qualitätswein;Rotwein;trocken;Gutsabfüllung;im Barrique gereift (neue Regelung);;;;;;;;2014 Pfalz ;Spätburgunder Rotwein Qualitätswein trocken;Gutsabfüllung;trocken;3;stattgegeben;;2016-10-19;Silber;4.04;2017-02-01;
5;021067;0036;2016;W;835;0;835;109.9;8.8;6.5;114;0.9942;;2016;Pfalz;Grauer Burgunder;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;Classic;;;;;;;2016 Pfalz ;Grauer Burgunder Qualitätswein Classic ;Gutsabfüllung;halbtrocken;2.58;stattgegeben;;2016-11-15;;;;
5;021067;0037;2016;W;600;0;600;106.6;8.2;7.5;110.5;0.9944;;2016;Pfalz;Spätburgunder;;;Qualitätswein;blanc de noir;trocken;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Spätburgunder Qualitätswein trocken;Gutsabfüllung;trocken;2.71;stattgegeben;;2016-11-15;;;;
5;021067;0038;2016;W;1290;0;1290;79.7;33.8;8.1;95.6;1.0089;;2015;Edesheimer Rosengarten;Riesling;;;Spätlese;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2015 Edesheimer Rosengarten Pfalz ;Riesling Spätlese ;Gutsabfüllung;lieblich;2.63;stattgegeben;;2016-11-15;Silber;4.33;2017-02-01;
5;021067;0039;2016;W;1540;0;1540;106.5;13.2;6.9;112.7;0.9963;;2015;Pfalz;Kerner;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2015 Pfalz ;Kerner Qualitätswein ;Gutsabfüllung;halbtrocken;2.71;stattgegeben;;2016-11-15;Silber;4.08;2017-02-01;
5;021067;0040;2016;W;1810;0;1810;89.4;5;7.7;91.8;0.9953;;2016;Pfalz;Riesling;;;Qualitätswein;Weißwein;trocken;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Riesling Qualitätswein trocken;Gutsabfüllung;trocken;2.54;stattgegeben;;2016-12-19;Bronze;3.71;2017-02-01;
5;021067;0041;2016;W;4720;0;4720;84.2;31.7;5.2;99.1;1.0082;;2015;Pfalz;Portugieser;;;Qualitätswein;Rotwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2015 Pfalz ;Portugieser Rotwein Qualitätswein ;Gutsabfüllung;lieblich;1.73;stattgegeben;;2017-01-03;;;;
5;021067;0001;2017;W;2100;0;2100;84.6;33.2;6.2;100.2;1.0061;;2016;Pfalz;Dornfelder;;;Qualitätswein;Rosé;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Dornfelder Rosé Qualitätswein ;Gutsabfüllung;lieblich;2.92;stattgegeben;;2017-01-31;Silber;4.21;2017-03-01;
5;021067;0002;2017;W;1680;0;1680;89.8;10.2;6.9;94.6;0.9974;;2016;Pfalz;Huxelrebe;;;Qualitätswein;Weißwein;halbtrocken;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Huxelrebe Qualitätswein halbtrocken;Gutsabfüllung;halbtrocken;2.5;stattgegeben;;2017-02-07;;;;
5;021067;0003;2017;W;1685;0;1685;107.9;7;7.5;111.2;0.9933;;2016;Pfalz;Spätburgunder;;;Qualitätswein;blanc de noir;trocken;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Spätburgunder Qualitätswein trocken;Gutsabfüllung;trocken;2.83;stattgegeben;;2017-01-31;Gold;4.67;2017-03-01;
5;021067;0004;2017;W;1470;0;1470;94.5;4.1;7;96.4;0.9942;;2016;Edesheimer Ordensgut;Sauvignon blanc;;;Qualitätswein;Weißwein;trocken;Gutsabfüllung;;;;;;;;;2016 Edesheimer Ordensgut Pfalz ;Sauvignon blanc Qualitätswein trocken;Gutsabfüllung;trocken;2.88;stattgegeben;;2017-01-31;Bronze;3.79;2017-03-01;
5;021067;0005;2017;W;1355;0;1355;79.5;32.8;6.7;94.9;1.007;;2016;Ilbesheimer Rittersberg;Huxelrebe;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2016 Ilbesheimer Rittersberg Pfalz ;Huxelrebe Qualitätswein ;Gutsabfüllung;lieblich;2.92;stattgegeben;;2017-01-31;Silber;4.08;2017-03-01;
5;021067;0006;2017;W;2180;0;2180;98.2;14.1;6.9;104.8;0.9977;;2016;Edesheimer Ordensgut;Chardonnay;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2016 Edesheimer Ordensgut Pfalz ;Chardonnay Qualitätswein ;Gutsabfüllung;halbtrocken;2.83;stattgegeben;;2017-01-31;Silber;4.13;2017-03-01;
5;021067;0007;2017;W;4070;0;4070;80.7;31.1;6.7;95.3;1.0063;;2016;Pfalz;Portugieser;;;Qualitätswein;Weißherbst;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Portugieser Weißherbst Qualitätswein ;Gutsabfüllung;lieblich;2.33;stattgegeben;;2017-02-07;;;;
5;021067;0008;2017;W;1305;0;1305;96.1;12.4;6.4;101.9;0.9967;;2016;Pfalz;Müller-Thurgau;;;Qualitätswein;Weißwein;halbtrocken;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Müller-Thurgau Qualitätswein halbtrocken;Gutsabfüllung;halbtrocken;2.39;stattgegeben;;2017-02-07;;;;
5;021067;0009;2017;W;1385;0;1385;87.2;30.3;6.5;101.4;1.0051;;2016;Pfalz;Müller-Thurgau;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Müller-Thurgau Qualitätswein ;Gutsabfüllung;lieblich;2.61;stattgegeben;;2017-02-07;;;;
5;021067;0010;2017;W;1680;0;1680;100.1;0.9;6.1;100.5;0.9914;;2016;Pfalz;Kerner;;;Qualitätswein;Weißwein;trocken;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Kerner Qualitätswein trocken;Gutsabfüllung;trocken;3.58;stattgegeben;;2017-02-07;Bronze;3.88;2017-03-01;
5;021067;0011;2017;W;4205;0;4205;95.8;13.3;8;102.1;0.9977;;2016;Pfalz;Riesling;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Erzeugerabfüllung;;;;;;;;;2016 Pfalz ;Riesling Qualitätswein ;Erzeugerabfüllung;halbtrocken;3.5;stattgegeben;;2017-03-02;Silber;4.29;2017-04-06;
5;021067;0012;2017;W;3895;0;3895;109.9;9.8;6.3;114.5;0.9946;;2016;Pfalz;Grauer Burgunder;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;Classic;;;;;;;2016 Pfalz ;Grauer Burgunder Qualitätswein Classic ;Gutsabfüllung;halbtrocken;2.56;stattgegeben;;2017-03-02;Silber;4.04;2017-04-06;
5;021067;0013;2017;W;2670;0;2670;86.4;20.3;5.3;95.9;1.0037;;2015;Pfalz;Dunkelfelder;;;Qualitätswein;Rotwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2015 Pfalz ;Dunkelfelder Rotwein Qualitätswein ;Gutsabfüllung;lieblich;3.04;stattgegeben;;2017-03-10;Bronze;3.63;2017-04-06;
5;021067;0014;2017;W;3990;0;3990;103.8;6.6;5.3;106.9;0.9966;;2015;Pfalz;Dornfelder;;;Qualitätswein;Rotwein;trocken;Gutsabfüllung;;;;;;;;;2015 Pfalz ;Dornfelder Rotwein Qualitätswein trocken;Gutsabfüllung;trocken;2.83;stattgegeben;;2017-03-10;Bronze;3.83;2017-04-06;
5;021067;0015;2017;W;2525;0;2525;84.5;34.4;6.4;100.7;1.0085;;2016;Edesheimer Rosengarten;Gewürztraminer;;;Spätlese;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2016 Edesheimer Rosengarten Pfalz ;Gewürztraminer Spätlese ;Gutsabfüllung;lieblich;2.54;stattgegeben;;2017-05-16;Silber;4;2017-07-11;
5;021067;0016;2017;W;3255;0;3255;84.9;26.1;6.5;97.2;1.0037;;2016;Pfalz;Bacchus;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Bacchus Qualitätswein ;Gutsabfüllung;lieblich;2.46;stattgegeben;;2017-05-16;Silber;4.08;2017-07-11;
5;021067;0017;2017;W;2155;0;2155;90.8;18;6.5;99.3;0.9994;;2016;Pfalz;Grüner Silvaner;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Grüner Silvaner Qualitätswein ;Gutsabfüllung;lieblich;2.71;stattgegeben;;2017-05-16;Bronze;3.83;2017-07-11;
5;021067;0018;2017;W;1615;0;1615;96.7;4.9;6.5;99;0.9935;;2016;Pfalz;Grüner Silvaner;;;Qualitätswein;Weißwein;trocken;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Grüner Silvaner Qualitätswein trocken;Gutsabfüllung;trocken;2.71;stattgegeben;;2017-05-16;Bronze;3.88;2017-07-11;
5;021067;0019;2017;W;2330;0;2330;92.4;3.9;5.2;94.2;0.9958;;2016;Pfalz;Portugieser;;;Qualitätswein;Rotwein;trocken;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Portugieser Rotwein Qualitätswein trocken;Gutsabfüllung;trocken;2.28;stattgegeben;;2017-05-16;;;;
5;021067;0020;2017;W;2120;0;2120;85;34;5.2;101;1.0062;;2016;Pfalz;Morio-Muskat;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Morio-Muskat Qualitätswein ;Gutsabfüllung;lieblich;2.38;stattgegeben;;2017-05-16;Silber;4;2017-07-11;
5;021067;0021;2017;W;1380;0;1380;88.8;20.3;6.7;98.3;1.0014;;2016;Pfalz;Scheurebe;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Scheurebe Qualitätswein ;Gutsabfüllung;lieblich;2.5;stattgegeben;;2017-05-16;Bronze;3.83;2017-07-11;
5;021067;0022;2017;W;1615;0;1615;96.6;5.8;7.5;99.3;0.9941;;2016;Pfalz;Riesling;;;Qualitätswein;Weißwein;trocken;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Riesling Qualitätswein trocken;Gutsabfüllung;trocken;2.75;stattgegeben;;2017-05-16;;;;
5;021067;0023;2017;W;2860;0;2860;95.5;26.8;6.9;108.1;1.0027;;;Pfalz;;;;Qualitätswein;Weißwein;lieblich;Gutsabfüllung;;;;;;;;;Pfalz ;Qualitätswein lieblich;Gutsabfüllung;lieblich;2.38;stattgegeben;;2017-06-13;;;;
5;021067;0024;2017;W;2405;0;2405;90.5;14.3;6.7;97.2;0.9993;;2016;Pfalz;Saint Laurent;;;Qualitätswein;Rosé;halbtrocken;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Saint Laurent Rosé Qualitätswein halbtrocken;Gutsabfüllung;halbtrocken;2.83;stattgegeben;;2017-06-13;Bronze;3.88;2017-07-11;
5;021067;0025;2017;W;2990;0;2990;89.7;30.1;5.3;103.8;1.007;;2015;Pfalz;Dornfelder;;;Qualitätswein;Rotwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2015 Pfalz ;Dornfelder Rotwein Qualitätswein ;Gutsabfüllung;lieblich;2.37;stattgegeben;;2017-06-13;;;;
5;021067;0026;2017;W;1220;0;1220;99.7;13.2;5.3;105.9;0.9987;;2016;Pfalz;Merlot;;;Qualitätswein;Rotwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Merlot Rotwein Qualitätswein ;Gutsabfüllung;halbtrocken;2.5;stattgegeben;;2017-06-13;Silber;4.38;2017-07-11;
5;021067;0027;2017;W;855;0;855;105.8;5.1;6.3;108.2;0.9925;;2016;Edesheimer Ordensgut;Weißburgunder;;;Qualitätswein;Weißwein;trocken;Gutsabfüllung;;;;;;;;;2016 Edesheimer Ordensgut Pfalz ;Weißburgunder Qualitätswein trocken;Gutsabfüllung;trocken;2.75;stattgegeben;;2017-06-13;Bronze;3.83;2017-07-11;
5;021067;0028;2017;W;3865;0;3865;80.5;32.1;6.6;95.6;1.0066;;2016;Pfalz;Portugieser;;;Qualitätswein;Weißherbst;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Portugieser Weißherbst Qualitätswein ;Gutsabfüllung;lieblich;3.13;stattgegeben;;2017-07-07;;;;
5;021067;0029;2017;W;3295;0;3295;95;6.8;7.5;98.2;0.9946;;2016;Pfalz;Riesling;;;Qualitätswein;Weißwein;trocken;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Riesling Qualitätswein trocken;Gutsabfüllung;trocken;3.04;stattgegeben;;2017-07-07;;;;
5;021067;0030;2017;W;4745;0;4745;109.7;8.7;6.1;113.8;0.9937;;2016;Pfalz;Grauer Burgunder;;;Qualitätswein;Weißwein;ohne Geschmacksangabe;Gutsabfüllung;;Classic;;;;;;;2016 Pfalz ;Grauer Burgunder Qualitätswein Classic ;Gutsabfüllung;halbtrocken;2.75;stattgegeben;;2017-07-19;;;;
5;021067;0031;2017;W;1435;0;1435;92.8;17.3;5.4;100.9;1.0021;;2015;Pfalz;Regent;;;Qualitätswein;Rotwein;ohne Geschmacksangabe;Gutsabfüllung;;;;;;;;;2015 Pfalz ;Regent Rotwein Qualitätswein ;Gutsabfüllung;lieblich;2.17;stattgegeben;;2017-07-19;;;;
5;021067;0032;2017;W;1580;0;1580;87.2;13.6;7.8;93.6;0.9993;;2016;Pfalz;Riesling;;;Kabinett;Weißwein;halbtrocken;Gutsabfüllung;;;;;;;;;2016 Pfalz ;Riesling Kabinett halbtrocken;Gutsabfüllung;halbtrocken;2.79;stattgegeben;;2017-07-19;;;;
